Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,Cabin_Missing,Sex_male,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_Unknown
1,33.0,1,0,53.1,2,0,26.55,0,False,False,False,True,False,False,False,False,True,False,False,False,False
3,26.0,0,0,7.8875,1,1,7.8875,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,39.0,0,0,24.15,1,1,24.15,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,35.0,0,0,10.5,1,1,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,6.0,4,2,31.275,7,0,4.4678571428571425,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,30.5,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,0.0,1,1,0.0,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,23.0,0,0,7.925,1,1,7.925,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,31.0,1,1,37.0042,3,0,12.334733333333332,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,43.0,0,0,6.45,1,1,6.45,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,10.0,3,2,27.9,6,0,4.6499999999999995,1,True,False,False,False,False,False,False,False,False,False,False,False,True
1,52.0,1,1,93.5,3,0,31.166666666666668,0,False,False,False,True,False,True,False,False,False,False,False,False,False
3,27.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,38.0,0,0,0.0,1,1,0.0,1,True,False,False,False,True,False,False,False,False,False,False,False,True
3,27.0,0,1,12.475,2,0,6.2375,0,False,False,False,True,False,False,False,False,True,False,False,False,False
3,2.0,4,1,39.6875,6,0,6.614583333333333,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,6.95,1,1,6.95,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,56.4958,1,1,56.4958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,1.0,0,2,37.0042,3,0,12.334733333333332,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,62.0,0,0,80.0,1,1,80.0,0,False,False,False,True,False,True,False,False,False,False,False,False,False
3,15.0,1,0,14.4542,2,0,7.2271,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,0.83,1,1,18.75,3,0,6.25,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,23.0,0,0,7.8542,1,1,7.8542,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,18.0,0,0,8.3,1,1,8.3,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,39.0,1,1,83.1583,3,0,27.71943333333333,0,False,True,False,False,False,False,False,False,True,False,False,False,False
3,21.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,8.05,1,1,8.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,32.0,0,0,56.4958,1,1,56.4958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,28.0,0,0,29.7,1,1,29.7,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,20.0,0,0,7.925,1,1,7.925,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,16.0,0,0,10.5,1,1,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,30.0,0,0,31.0,1,1,31.0,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,34.5,0,0,6.4375,1,1,6.4375,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,17.0,0,0,8.6625,1,1,8.6625,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,42.0,0,0,7.55,1,1,7.55,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,8,2,69.55,11,0,6.322727272727272,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,35.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,0,1,33.0,2,0,16.5,1,True,False,False,False,True,False,False,False,False,False,False,False,True
1,28.0,1,0,89.1042,2,0,44.5521,0,False,False,False,True,False,False,True,False,False,False,False,False,False
3,4.0,4,2,31.275,7,0,4.4678571428571425,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,74.0,0,0,7.775,1,1,7.775,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,9.0,1,1,15.2458,3,0,5.081933333333333,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,16.0,0,1,39.4,2,0,19.7,0,False,True,False,False,False,False,False,True,False,False,False,False,False
2,44.0,1,0,26.0,2,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,18.0,0,1,9.35,2,0,4.675,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,45.0,1,1,164.8667,3,0,54.95556666666667,1,False,False,False,True,False,False,False,False,False,False,False,False,True
1,51.0,0,0,26.55,1,1,26.55,0,True,False,True,False,False,False,False,False,True,False,False,False,False
3,24.0,0,3,19.2583,4,0,4.814575,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.2292,1,1,7.2292,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,41.0,2,0,14.1083,3,0,4.702766666666666,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,21.0,1,0,11.5,2,0,5.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,48.0,0,0,25.9292,1,1,25.9292,0,False,False,False,True,False,False,False,True,False,False,False,False,False
3,28.0,8,2,69.55,11,0,6.322727272727272,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,24.0,0,0,13.0,1,1,13.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,42.0,0,0,13.0,1,1,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,27.0,1,0,13.8583,2,0,6.92915,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,31.0,0,0,50.4958,1,1,50.4958,0,True,False,True,False,False,False,False,False,False,False,False,False,False
3,28.0,0,0,9.5,1,1,9.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,4.0,1,1,11.1333,3,0,3.7111,1,True,False,False,False,False,False,False,False,False,False,False,False,True
3,26.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,47.0,1,1,52.5542,3,0,17.518066666666666,0,False,False,False,True,False,False,False,True,False,False,False,False,False
1,33.0,0,0,5.0,1,1,5.0,0,True,False,True,False,False,True,False,False,False,False,False,False,False
3,47.0,0,0,9.0,1,1,9.0,1,True,False,True,False,False,False,False,False,False,False,False,False,True
2,28.0,1,0,24.0,2,0,12.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,15.0,0,0,7.225,1,1,7.225,1,False,True,False,False,False,False,False,False,False,False,False,False,True
3,20.0,0,0,9.8458,1,1,9.8458,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,19.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,28.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
1,56.0,0,1,83.1583,2,0,41.57915,0,False,False,False,True,False,False,True,False,False,False,False,False,False
2,25.0,0,1,26.0,2,0,13.0,1,False,False,False,True,False,False,False,False,False,False,False,False,True
3,33.0,0,0,7.8958,1,1,7.8958,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,22.0,0,0,10.5167,1,1,10.5167,1,False,True,False,False,False,False,False,False,False,False,False,False,True
2,28.0,0,0,10.5,1,1,10.5,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,25.0,0,0,7.05,1,1,7.05,1,True,False,True,False,False,False,False,False,False,False,False,False,True
3,39.0,0,5,29.125,6,0,4.854166666666667,1,False,False,False,True,False,False,False,False,False,False,False,False,True
2,27.0,0,0,13.0,1,1,13.0,1,True,False,False,False,True,False,False,False,False,False,False,False,True
1,19.0,0,0,30.0,1,1,30.0,0,False,True,False,False,False,True,False,False,False,False,False,False,False
3,28.0,1,2,23.45,4,0,5.8625,1,False,True,False,False,False,False,False,False,False,False,False,False,True
1,26.0,0,0,30.0,1,1,30.0,0,True,False,True,False,False,False,True,False,False,False,False,False,False
3,32.0,0,0,7.75,1,1,7.75,1,True,False,True,False,False,False,False,False,False,False,False,False,True
